Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2001,Southern,Hospitalised,50 to 59,Female,Passenger,16
2001,South Eastern,Hospitalised,25 to 29,Male,Driver,29
2001,Southern,Medically treated,50 to 59,Male,Passenger,5
2001,South Eastern,Medically treated,40 to 49,Male,Passenger,9
2001,Central,Medically treated,60 to 74,Male,Bicyclist,5
2001,Central,Minor injury,17 to 24,Male,Passenger,35
2001,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
2001,Central,Minor injury,60 to 74,Male,Pedestrian,2
2001,Northern,Hospitalised,17 to 24,Female,Passenger,22
2005,Central,Fatality,40 to 49,Female,Passenger,1
2001,Northern,Minor injury,40 to 49,Female,Driver,19
2001,South Eastern,Hospitalised,0 to 16,Male,Driver,5
2001,Brisbane,Minor injury,25 to 29,Male,Bicyclist,8
2001,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,8
2001,South Eastern,Hospitalised,75 and over,Female,Passenger,12
2001,Southern,Hospitalised,0 to 16,Male,Pedestrian,12
2001,Central,Medically treated,25 to 29,Male,Driver,33
2001,Brisbane,Hospitalised,40 to 49,Female,Passenger,22
2001,Northern,Hospitalised,17 to 24,Male,Driver,43
2001,Northern,Medically treated,40 to 49,Male,Driver,30
2001,Southern,Hospitalised,30 to 39,Male,Motorcyclist,25
2001,Brisbane,Minor injury,25 to 29,Female,Passenger,28
2001,South Eastern,Hospitalised,17 to 24,Male,Passenger,52
2001,Northern,Hospitalised,30 to 39,Male,Passenger,12
2001,Northern,Minor injury,75 and over,Male,Driver,2
2001,Brisbane,Minor injury,0 to 16,Male,Passenger,27
2001,Central,Medically treated,30 to 39,Male,Motorcyclist,24
2001,Southern,Minor injury,0 to 16,Male,Passenger,28
2001,Central,Minor injury,30 to 39,Male,Motorcyclist,11
2001,South Eastern,Medically treated,0 to 16,Male,Bicyclist,9
2001,South Eastern,Medically treated,40 to 49,Male,Motorcyclist,9
2001,Brisbane,Hospitalised,30 to 39,Male,Driver,76
2001,Brisbane,Medically treated,25 to 29,Female,Bicyclist,3
2001,Brisbane,Medically treated,75 and over,Female,Driver,14
2001,Central,Medically treated,50 to 59,Female,Bicyclist,1
2001,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,19
2001,Central,Hospitalised,60 to 74,Male,Driver,34
2001,South Eastern,Fatality,17 to 24,Male,Driver,6
2001,Northern,Hospitalised,25 to 29,Male,Driver,16
2001,South Eastern,Hospitalised,50 to 59,Male,Driver,23
2001,Brisbane,Medically treated,60 to 74,Male,Passenger,10
2001,Central,Hospitalised,30 to 39,Female,Motorcyclist,4
2001,Central,Minor injury,60 to 74,Female,Driver,12
2001,Northern,Medically treated,50 to 59,Male,Driver,22
2001,Central,Medically treated,50 to 59,Male,Driver,28
2001,Northern,Medically treated,60 to 74,Male,Motorcyclist,1
2001,Central,Medically treated,75 and over,Male,Driver,15
2001,South Eastern,Minor injury,17 to 24,Male,Passenger,28
2001,Unknown,Hospitalised,17 to 24,Male,Passenger,12
2001,Central,Hospitalised,75 and over,Male,Pedestrian,4
2001,Northern,Fatality,17 to 24,Male,Passenger,5
2001,Central,Hospitalised,40 to 49,Male,Other,1
2001,Central,Minor injury,50 to 59,Male,Driver,41
2003,Brisbane,Medically treated,40 to 49,Male,Driver,145
2005,Central,Minor injury,40 to 49,Female,Pedestrian,2
2001,South Eastern,Minor injury,60 to 74,Female,Pedestrian,2
2001,Central,Medically treated,17 to 24,Female,Bicyclist,1
2001,Northern,Hospitalised,25 to 29,Female,Passenger,11
2001,Southern,Minor injury,75 and over,Female,Passenger,2
2001,South Eastern,Medically treated,30 to 39,Male,Pedestrian,5
2001,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,1
2001,Northern,Minor injury,60 to 74,Male,Driver,7
2001,Brisbane,Fatality,30 to 39,Female,Passenger,1
2001,South Eastern,Hospitalised,50 to 59,Female,Passenger,14
2001,Northern,Hospitalised,75 and over,Female,Driver,2
2001,South Eastern,Hospitalised,50 to 59,Male,Pedestrian,7
2001,Unknown,Medically treated,40 to 49,Male,Driver,6
2001,Southern,Hospitalised,40 to 49,Male,Passenger,6
2001,Northern,Hospitalised,40 to 49,Female,Pedestrian,3
2001,Brisbane,Minor injury,Unknown,Female,Passenger,6
2005,Central,Fatality,60 to 74,Male,Motorcyclist,1
2001,Northern,Fatality,75 and over,Male,Passenger,1
2001,Northern,Fatality,50 to 59,Female,Passenger,1
2010,Central,Minor injury,30 to 39,Female,Motorcyclist,2
2001,Central,Medically treated,30 to 39,Female,Pedestrian,3
2001,Unknown,Medically treated,0 to 16,Male,Driver,3
2001,Northern,Medically treated,17 to 24,Female,Pedestrian,2
2002,Central,Hospitalised,50 to 59,Male,Bicyclist,7
2002,Central,Hospitalised,75 and over,Female,Passenger,15
2002,Southern,Hospitalised,17 to 24,Male,Driver,82
2002,Central,Hospitalised,17 to 24,Male,Motorcyclist,34
2002,Southern,Medically treated,30 to 39,Female,Driver,81
2002,Brisbane,Medically treated,25 to 29,Female,Driver,143
2001,Northern,Medically treated,75 and over,Male,Pedestrian,2
2001,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,4
2001,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,12
2002,Central,Fatality,75 and over,Male,Passenger,2
2002,Brisbane,Minor injury,30 to 39,Female,Passenger,39
2002,Northern,Hospitalised,0 to 16,Female,Passenger,22
2002,Central,Hospitalised,0 to 16,Male,Motorcyclist,7
2002,South Eastern,Hospitalised,40 to 49,Male,Bicyclist,7
2002,South Eastern,Fatality,17 to 24,Male,Bicyclist,1
2002,Northern,Hospitalised,30 to 39,Male,Pedestrian,10
2001,Central,Fatality,0 to 16,Male,Passenger,3
2002,Southern,Medically treated,0 to 16,Female,Passenger,66
2002,Brisbane,Medically treated,50 to 59,Female,Passenger,51
2002,Brisbane,Medically treated,30 to 39,Male,Driver,150
2002,South Eastern,Medically treated,50 to 59,Female,Driver,63
2002,Central,Medically treated,17 to 24,Male,Motorcyclist,25
2002,Brisbane,Minor injury,17 to 24,Male,Driver,165
2002,South Eastern,Minor injury,40 to 49,Female,Driver,50
2002,Northern,Hospitalised,50 to 59,Female,Driver,17
2002,South Eastern,Fatality,40 to 49,Male,Driver,3
2002,Central,Medically treated,60 to 74,Male,Bicyclist,3
2002,South Eastern,Medically treated,17 to 24,Male,Passenger,29
2002,South Eastern,Medically treated,17 to 24,Female,Passenger,69
2002,Central,Medically treated,40 to 49,Male,Driver,49
2002,Southern,Hospitalised,60 to 74,Female,Passenger,32
2002,Brisbane,Hospitalised,60 to 74,Male,Driver,36
2002,Southern,Minor injury,0 to 16,Male,Pedestrian,3
2002,Northern,Minor injury,17 to 24,Female,Passenger,26
2002,Northern,Medically treated,17 to 24,Male,Pedestrian,3
2002,Brisbane,Minor injury,17 to 24,Female,Driver,147
2002,Southern,Hospitalised,30 to 39,Female,Driver,43
2002,Central,Hospitalised,60 to 74,Male,Driver,44
2002,Southern,Fatality,17 to 24,Female,Passenger,4
2002,South Eastern,Minor injury,60 to 74,Male,Driver,25
2002,Central,Minor injury,25 to 29,Male,Passenger,6
2002,Brisbane,Medically treated,30 to 39,Female,Passenger,63
2002,Brisbane,Medically treated,25 to 29,Male,Driver,95
2002,Brisbane,Medically treated,50 to 59,Female,Driver,95
2002,South Eastern,Medically treated,0 to 16,Male,Passenger,52
2002,Northern,Hospitalised,40 to 49,Female,Driver,26
2004,Brisbane,Hospitalised,25 to 29,Male,Driver,59
2002,Northern,Fatality,25 to 29,Female,Driver,1
2002,Southern,Medically treated,60 to 74,Female,Passenger,26
2002,Southern,Minor injury,0 to 16,Female,Passenger,35
2002,Central,Hospitalised,0 to 16,Male,Pedestrian,11
2002,South Eastern,Medically treated,30 to 39,Female,Passenger,24
2002,Southern,Hospitalised,25 to 29,Male,Motorcyclist,12
2002,Southern,Medically treated,17 to 24,Female,Motorcyclist,4
2002,Central,Minor injury,17 to 24,Female,Passenger,32
2002,Central,Fatality,0 to 16,Male,Motorcyclist,1
2002,Brisbane,Medically treated,17 to 24,Male,Passenger,52
2002,South Eastern,Medically treated,Unknown,Male,Bicyclist,1
2002,Northern,Hospitalised,25 to 29,Male,Motorcyclist,11
2002,Central,Hospitalised,75 and over,Male,Passenger,4
2002,Northern,Medically treated,60 to 74,Male,Passenger,3
2002,Brisbane,Medically treated,25 to 29,Male,Passenger,24
2002,South Eastern,Medically treated,0 to 16,Female,Passenger,49
2002,South Eastern,Fatality,75 and over,Male,Pedestrian,1
2002,Central,Hospitalised,0 to 16,Female,Pedestrian,6
2001,Brisbane,Minor injury,50 to 59,Male,Pedestrian,1
2002,Central,Fatality,17 to 24,Male,Driver,12
2002,South Eastern,Medically treated,50 to 59,Male,Passenger,4
2002,Central,Minor injury,40 to 49,Male,Bicyclist,6
2002,Unknown,Hospitalised,17 to 24,Male,Driver,8
2002,Central,Minor injury,40 to 49,Female,Driver,36
2002,South Eastern,Fatality,40 to 49,Female,Driver,3
2002,Brisbane,Fatality,40 to 49,Male,Motorcyclist,1
2002,Northern,Minor injury,50 to 59,Female,Driver,10
2002,Central,Minor injury,25 to 29,Female,Bicyclist,2
2002,Northern,Minor injury,30 to 39,Male,Driver,27
2002,Southern,Minor injury,60 to 74,Male,Driver,21
2002,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,12
2002,Northern,Hospitalised,60 to 74,Male,Driver,17
2002,Brisbane,Hospitalised,75 and over,Female,Pedestrian,7
2002,South Eastern,Hospitalised,50 to 59,Male,Motorcyclist,6
2002,Southern,Hospitalised,17 to 24,Male,Motorcyclist,27
2002,Brisbane,Medically treated,40 to 49,Male,Passenger,14
2002,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,12
2002,Brisbane,Medically treated,40 to 49,Male,Bicyclist,20
2002,Northern,Minor injury,50 to 59,Male,Motorcyclist,5
2011,Northern,Minor injury,60 to 74,Female,Driver,10
2002,Northern,Medically treated,50 to 59,Male,Driver,18
2002,Brisbane,Medically treated,50 to 59,Male,Pedestrian,8
2002,Southern,Hospitalised,60 to 74,Male,Bicyclist,4
2002,South Eastern,Hospitalised,60 to 74,Male,Driver,21
2002,Southern,Minor injury,25 to 29,Female,Passenger,3
2002,Brisbane,Minor injury,60 to 74,Female,Passenger,17
2002,Southern,Medically treated,30 to 39,Male,Motorcyclist,11
2002,Northern,Hospitalised,50 to 59,Male,Passenger,10
2002,South Eastern,Medically treated,30 to 39,Male,Pedestrian,6
2002,Central,Minor injury,0 to 16,Female,Pedestrian,3
2002,Unknown,Medically treated,25 to 29,Female,Driver,1
2002,Central,Medically treated,25 to 29,Female,Passenger,18
2002,Central,Medically treated,0 to 16,Male,Pedestrian,15
2002,Southern,Medically treated,25 to 29,Male,Motorcyclist,10
2002,South Eastern,Medically treated,25 to 29,Female,Pedestrian,4
2002,Southern,Minor injury,60 to 74,Female,Bicyclist,1
2002,Unknown,Hospitalised,30 to 39,Male,Passenger,1
2002,Southern,Hospitalised,0 to 16,Male,Motorcyclist,3
2002,Central,Hospitalised,17 to 24,Female,Pedestrian,2
2002,Brisbane,Medically treated,25 to 29,Male,Pedestrian,6
2002,Northern,Minor injury,60 to 74,Male,Passenger,2
2002,Northern,Hospitalised,50 to 59,Female,Passenger,11
2002,Central,Fatality,60 to 74,Male,Bicyclist,1
2007,Brisbane,Medically treated,75 and over,Male,Driver,25
2002,Northern,Medically treated,25 to 29,Female,Pedestrian,2
2002,Central,Fatality,30 to 39,Male,Motorcyclist,6
2002,South Eastern,Minor injury,17 to 24,Female,Other,1
2002,Central,Fatality,25 to 29,Male,Driver,9
2002,Northern,Minor injury,30 to 39,Male,Other,1
2002,South Eastern,Hospitalised,60 to 74,Male,Bicyclist,3
2006,South Eastern,Medically treated,17 to 24,Male,Driver,120
2002,South Eastern,Hospitalised,75 and over,Female,Pedestrian,3
2002,Brisbane,Medically treated,40 to 49,Female,Pedestrian,4
2002,South Eastern,Minor injury,40 to 49,Male,Passenger,5
2002,Unknown,Minor injury,40 to 49,Male,Driver,3
2002,Northern,Hospitalised,30 to 39,Female,Motorcyclist,4
2002,South Eastern,Medically treated,40 to 49,Female,Pedestrian,3
2001,Northern,Medically treated,50 to 59,Male,Motorcyclist,5
2002,Northern,Hospitalised,40 to 49,Female,Motorcyclist,4
2002,Northern,Hospitalised,50 to 59,Male,Bicyclist,3
2002,Central,Medically treated,50 to 59,Female,Pedestrian,3
2007,Central,Medically treated,40 to 49,Female,Pedestrian,3
2002,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,5
2002,Northern,Hospitalised,25 to 29,Female,Pedestrian,1
2002,Brisbane,Fatality,17 to 24,Female,Driver,1
2002,Central,Fatality,40 to 49,Female,Passenger,2
2002,Central,Hospitalised,50 to 59,Female,Bicyclist,1
2002,Central,Fatality,75 and over,Female,Driver,2
2002,Northern,Minor injury,40 to 49,Male,Motorcyclist,6
2003,Brisbane,Minor injury,17 to 24,Female,Passenger,68
2003,South Eastern,Medically treated,0 to 16,Female,Passenger,69
2003,Central,Medically treated,40 to 49,Female,Bicyclist,3
2003,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,3
2003,Southern,Hospitalised,17 to 24,Female,Passenger,49
2003,Southern,Hospitalised,17 to 24,Male,Driver,89
2007,Brisbane,Minor injury,17 to 24,Male,Driver,185
2003,Central,Medically treated,30 to 39,Male,Driver,71
2003,South Eastern,Medically treated,60 to 74,Male,Driver,29
2002,Brisbane,Minor injury,50 to 59,Female,Pedestrian,3
2003,Northern,Medically treated,50 to 59,Female,Passenger,9
2003,Southern,Hospitalised,17 to 24,Female,Driver,66
2003,Central,Hospitalised,30 to 39,Female,Motorcyclist,4
2003,Brisbane,Medically treated,30 to 39,Female,Driver,208
2003,Brisbane,Medically treated,30 to 39,Male,Driver,170
2003,Central,Medically treated,17 to 24,Male,Driver,112
2003,Southern,Medically treated,50 to 59,Female,Passenger,13
2003,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,23
2003,Central,Hospitalised,17 to 24,Male,Driver,86
2003,South Eastern,Medically treated,17 to 24,Male,Driver,115
2003,Brisbane,Medically treated,0 to 16,Male,Pedestrian,16
2003,Southern,Minor injury,30 to 39,Male,Motorcyclist,10
2002,Central,Hospitalised,0 to 16,Female,Driver,4
2003,South Eastern,Minor injury,25 to 29,Male,Motorcyclist,6
2003,South Eastern,Hospitalised,75 and over,Male,Bicyclist,1
2003,Southern,Medically treated,25 to 29,Male,Driver,28
2003,Southern,Hospitalised,17 to 24,Female,Pedestrian,1
2003,Central,Hospitalised,0 to 16,Female,Pedestrian,5
2003,Brisbane,Hospitalised,17 to 24,Male,Driver,124
2003,Central,Medically treated,40 to 49,Male,Motorcyclist,14
2003,Central,Minor injury,30 to 39,Male,Motorcyclist,7
2003,Central,Hospitalised,40 to 49,Female,Driver,40
2003,Brisbane,Medically treated,60 to 74,Female,Driver,42
2003,Central,Medically treated,0 to 16,Male,Passenger,71
2003,South Eastern,Hospitalised,17 to 24,Female,Passenger,37
2003,Brisbane,Minor injury,40 to 49,Female,Bicyclist,2
2003,Brisbane,Minor injury,50 to 59,Male,Driver,68
2003,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,19
2003,Southern,Hospitalised,0 to 16,Female,Bicyclist,4
2003,South Eastern,Medically treated,75 and over,Female,Passenger,10
2003,Central,Medically treated,0 to 16,Female,Passenger,74
2003,Southern,Fatality,60 to 74,Male,Driver,3
2003,South Eastern,Hospitalised,60 to 74,Male,Driver,27
2003,South Eastern,Minor injury,0 to 16,Male,Passenger,34
2003,South Eastern,Minor injury,17 to 24,Female,Driver,74
2003,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,21
2003,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,20
2003,Central,Hospitalised,25 to 29,Female,Driver,30
2003,Northern,Hospitalised,30 to 39,Female,Driver,27
2003,South Eastern,Medically treated,40 to 49,Male,Bicyclist,3
2003,Southern,Medically treated,40 to 49,Female,Passenger,15
2002,Central,Hospitalised,17 to 24,Female,Motorcyclist,3
2003,Brisbane,Medically treated,40 to 49,Male,Passenger,15
2003,Central,Fatality,60 to 74,Female,Driver,2
2003,Central,Fatality,17 to 24,Male,Passenger,7
2003,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,12
2003,Central,Minor injury,50 to 59,Male,Motorcyclist,5
2003,Northern,Minor injury,30 to 39,Female,Driver,31
2003,South Eastern,Minor injury,60 to 74,Female,Passenger,10
2003,South Eastern,Hospitalised,25 to 29,Male,Driver,36
2003,Central,Medically treated,75 and over,Female,Driver,8
2003,Southern,Minor injury,30 to 39,Male,Driver,37
2003,Southern,Medically treated,30 to 39,Male,Motorcyclist,18
2003,South Eastern,Medically treated,17 to 24,Female,Pedestrian,4
2003,Central,Fatality,0 to 16,Male,Pedestrian,1
2003,Central,Hospitalised,75 and over,Female,Passenger,8
2003,Central,Hospitalised,30 to 39,Female,Driver,43
2003,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,20
2003,Central,Hospitalised,50 to 59,Male,Motorcyclist,14
2003,Southern,Minor injury,30 to 39,Female,Motorcyclist,2
2003,Southern,Hospitalised,25 to 29,Female,Driver,29
2003,Northern,Minor injury,0 to 16,Male,Bicyclist,13
2003,Southern,Hospitalised,40 to 49,Female,Pedestrian,3
2003,South Eastern,Medically treated,50 to 59,Male,Motorcyclist,3
2003,Central,Medically treated,60 to 74,Female,Driver,36
2003,Northern,Hospitalised,75 and over,Female,Driver,7
2003,Southern,Hospitalised,0 to 16,Female,Pedestrian,8
2003,Central,Hospitalised,40 to 49,Female,Motorcyclist,5
2003,Brisbane,Medically treated,50 to 59,Male,Bicyclist,6
2003,Northern,Minor injury,50 to 59,Female,Passenger,6
2003,Central,Hospitalised,40 to 49,Female,Passenger,15
2008,Central,Minor injury,50 to 59,Male,Driver,51
2003,Northern,Hospitalised,0 to 16,Female,Passenger,21
2003,Northern,Hospitalised,0 to 16,Female,Bicyclist,5
2003,Northern,Medically treated,50 to 59,Male,Passenger,10
2003,Northern,Hospitalised,17 to 24,Female,Passenger,23
2003,Northern,Medically treated,0 to 16,Male,Pedestrian,4
2003,Brisbane,Medically treated,40 to 49,Male,Pedestrian,6
2003,South Eastern,Minor injury,60 to 74,Male,Passenger,4
2003,Central,Hospitalised,25 to 29,Male,Passenger,12
2003,Southern,Medically treated,40 to 49,Male,Pedestrian,2
2003,Southern,Hospitalised,30 to 39,Female,Motorcyclist,3
2003,South Eastern,Minor injury,Unknown,Male,Driver,1
2003,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
2003,South Eastern,Hospitalised,75 and over,Female,Pedestrian,3
2003,Northern,Hospitalised,50 to 59,Female,Passenger,5
2003,Southern,Fatality,50 to 59,Male,Driver,5
2003,Central,Hospitalised,0 to 16,Male,Driver,8
2003,Southern,Hospitalised,30 to 39,Male,Passenger,11
2003,Central,Fatality,0 to 16,Male,Passenger,4
2003,Unknown,Medically treated,17 to 24,Male,Passenger,4
2003,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,2
2003,Southern,Medically treated,17 to 24,Male,Pedestrian,3
2003,Brisbane,Hospitalised,50 to 59,Female,Passenger,16
2003,Brisbane,Medically treated,30 to 39,Female,Pedestrian,4
2003,South Eastern,Hospitalised,50 to 59,Male,Pedestrian,8
2003,Northern,Hospitalised,60 to 74,Female,Passenger,8
2003,South Eastern,Hospitalised,75 and over,Male,Passenger,4
2003,Brisbane,Medically treated,75 and over,Male,Pedestrian,3
2003,South Eastern,Hospitalised,40 to 49,Male,Passenger,6
2003,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
2003,Unknown,Medically treated,17 to 24,Female,Driver,3
2003,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,6
2003,Brisbane,Fatality,75 and over,Male,Pedestrian,3
2003,Brisbane,Minor injury,17 to 24,Female,Pedestrian,6
2003,Unknown,Medically treated,40 to 49,Female,Driver,1
2003,Southern,Minor injury,0 to 16,Female,Bicyclist,2
2003,Southern,Medically treated,30 to 39,Male,Passenger,5
2003,Central,Hospitalised,40 to 49,Male,Passenger,10
2003,Central,Minor injury,40 to 49,Male,Pedestrian,2
2004,Central,Medically treated,30 to 39,Male,Motorcyclist,21
2003,Central,Medically treated,60 to 74,Male,Motorcyclist,3
2004,Brisbane,Hospitalised,40 to 49,Male,Passenger,7
2004,Southern,Hospitalised,17 to 24,Male,Motorcyclist,24
2003,Northern,Medically treated,30 to 39,Female,Bicyclist,3
2003,Northern,Fatality,50 to 59,Male,Pedestrian,1
2003,Central,Minor injury,40 to 49,Male,Passenger,6
2003,Brisbane,Minor injury,25 to 29,Female,Pedestrian,2
2003,Northern,Minor injury,75 and over,Male,Driver,5
2004,Brisbane,Minor injury,17 to 24,Male,Driver,154
2003,South Eastern,Minor injury,25 to 29,Female,Bicyclist,1
2004,Southern,Hospitalised,40 to 49,Female,Bicyclist,1
2004,Southern,Minor injury,0 to 16,Female,Passenger,23
2003,Northern,Hospitalised,40 to 49,Male,Bicyclist,6
2004,South Eastern,Minor injury,17 to 24,Female,Driver,87
